,Location,Year,Fips,poverty_pct,unemployment_rt,median_income,limited_english_pct
0,Astoria,2013,401,0.19033,0.09626,56018.80292,0.157
1,Astoria,2014,401,0.17129,0.09,60824.80189,0.149
2,Astoria,2015,401,0.16715,0.061,62240.66208,0.154
3,Astoria,2016,401,0.138,0.055999999999999994,64354.43973,0.17300000000000001
4,Astoria,2018,401,0.13940999999999998,0.044000000000000004,68665.94375,0.131
5,Astoria,2017,401,0.13,0.046,69232.19668,0.12531
6,Battery Park/Tribeca,2017,101,0.08800000000000001,0.026000000000000002,151098.52355,0.03162
7,Battery Park/Tribeca,2016,101,0.08,0.039,146178.73514,0.027000000000000003
8,Battery Park/Tribeca,2015,101,0.07366,0.042,131814.92691,0.033
9,Battery Park/Tribeca,2018,101,0.06625,0.037000000000000005,150836.20335,0.052520000000000004
10,Battery Park/Tribeca,2013,101,0.07797,0.042,137750.63212,0.040999999999999995
11,Battery Park/Tribeca,2014,101,0.07962000000000001,0.044000000000000004,129921.14556,0.037000000000000005
12,Bay Ridge,2015,310,0.1391,0.077,69470.67068,0.159
13,Bay Ridge,2016,310,0.15,0.068,70921.34975,0.15
14,Bay Ridge,2017,310,0.152,0.047,71627.82133,0.16902999999999999
15,Bay Ridge,2018,310,0.15868,0.036000000000000004,73713.77231,0.15199000000000001
16,Bay Ridge,2013,310,0.15504,0.09451,64440.31095,0.171
17,Bay Ridge,2014,310,0.21845,0.07400000000000001,61286.37382,0.161
18,Bayside,2017,411,0.098,0.049,73167.19529,0.18431
19,Bayside,2016,411,0.076,0.027000000000000003,84286.35399,0.19699999999999998
20,Bayside,2013,411,0.07081,0.06652000000000001,79321.12993,0.187
21,Bayside,2018,411,0.06093,0.035,87902.26339,0.17942
22,Bayside,2014,411,0.07986,0.055,87413.29027,0.156
23,Bayside,2015,411,0.08667000000000001,0.062,85488.9166,0.18899999999999997
24,Bedford Park,2013,207,0.35286,0.17795,31954.68175,0.251
25,Bedford Park,2015,207,0.33253,0.15,34465.5589,0.242
26,Bedford Park,2016,207,0.31,0.107,36287.39813,0.267
27,Bedford Park,2017,207,0.32899999999999996,0.107,36873.01247,0.23143000000000002
28,Bedford Park,2018,207,0.27808,0.098,34971.3318,0.29252
29,Bedford Park,2014,207,0.31451,0.135,38368.84152,0.282
30,Bedford Stuyvesant,2013,303,0.3737,0.15492999999999998,40887.35036,0.057999999999999996
31,Bedford Stuyvesant,2018,303,0.27036,0.057999999999999996,55992.41211,0.06909
32,Bedford Stuyvesant,2016,303,0.267,0.085,54797.05008,0.067
33,Bedford Stuyvesant,2014,303,0.30288000000000004,0.125,37485.69337,0.068
34,Bedford Stuyvesant,2017,303,0.244,0.047,54135.69391,0.058789999999999995
35,Bedford Stuyvesant,2015,303,0.33704,0.12,42672.15821,0.057
36,Bensonhurst,2015,311,0.20099,0.073,53986.58212,0.349
37,Bensonhurst,2017,311,0.17300000000000001,0.061,55789.79086,0.33016
38,Bensonhurst,2013,311,0.16121,0.09394,51964.69489,0.302
39,Bensonhurst,2014,311,0.19644,0.08800000000000001,51613.90181,0.32799999999999996
40,Bensonhurst,2018,311,0.19965,0.057999999999999996,55444.66468,0.32305
41,Bensonhurst,2016,311,0.152,0.061,54422.0416,0.312
42,Borough Park,2018,312,0.27846,0.042,51466.87804,0.21661
43,Borough Park,2017,312,0.308,0.052000000000000005,47311.76177,0.15769
44,Borough Park,2014,312,0.32738,0.05,46721.45564,0.27399999999999997
45,Borough Park,2015,312,0.30082,0.059000000000000004,46587.15391,0.22
46,Borough Park,2016,312,0.317,0.051,48789.45671,0.175
47,Borough Park,2013,312,0.34255,0.07162,44598.48613,0.226
48,Brownsville,2017,316,0.39899999999999997,0.207,21123.63158,0.07727
49,Brownsville,2014,316,0.3859,0.107,27304.08699,0.081
50,Brownsville,2013,316,0.35325,0.15715,30705.91095,0.07200000000000001
51,Brownsville,2018,316,0.27839,0.064,33035.88967,0.08274
52,Brownsville,2015,316,0.34979,0.138,29201.681,0.067
53,Brownsville,2016,316,0.332,0.14,32181.48132,0.07
54,Bushwick,2013,304,0.25032,0.15244000000000002,47657.75474,0.184
55,Bushwick,2018,304,0.24006,0.038,54327.78935,0.14574
56,Bushwick,2016,304,0.287,0.07400000000000001,51595.62818,0.163
57,Bushwick,2017,304,0.271,0.052000000000000005,52830.98061,0.18961
58,Bushwick,2014,304,0.27073,0.135,43761.77433,0.195
59,Bushwick,2015,304,0.29101,0.085,46609.81513,0.168
60,Canarsie,2017,318,0.08900000000000001,0.053,79937.93767,0.04877
61,Canarsie,2014,318,0.1293,0.084,67117.09733,0.084
62,Canarsie,2015,318,0.12379000000000001,0.062,74559.73345,0.073
63,Canarsie,2016,318,0.091,0.068,80318.93463,0.064
64,Canarsie,2018,318,0.09614,0.048,74323.62493,0.05322
65,Canarsie,2013,318,0.11767999999999999,0.09377,72862.91825,0.07400000000000001
66,Central Harlem,2015,110,0.24086999999999997,0.11599999999999999,49685.26655,0.07200000000000001
67,Central Harlem,2013,110,0.31331,0.10718,40581.75328,0.061
68,Central Harlem,2018,110,0.25119,0.053,48572.36885,0.04186
69,Central Harlem,2017,110,0.235,0.08199999999999999,51165.41136,0.06909
70,Central Harlem,2016,110,0.272,0.081,48627.52122,0.068
71,Central Harlem,2014,110,0.29239,0.13,43848.25151,0.07400000000000001
72,Chelsea/Clinton,2013,104,0.13691,0.0645,110625.0438,0.062
73,Chelsea/Clinton,2014,104,0.13027,0.051,106540.96038,0.068
74,Chelsea/Clinton,2018,104,0.11104000000000001,0.053,102911.35749,0.0734
75,Chelsea/Clinton,2015,104,0.13225,0.048,110366.62081,0.065
76,Chelsea/Clinton,2016,104,0.127,0.033,108187.81834,0.075
77,Chelsea/Clinton,2017,104,0.138,0.048,106359.6856,0.08922000000000001
78,Concourse/Highbridge,2013,204,0.37598000000000004,0.14862,29006.43942,0.235
79,Concourse/Highbridge,2016,204,0.349,0.11599999999999999,33557.93294,0.256
80,Concourse/Highbridge,2018,204,0.32369000000000003,0.105,33985.79367,0.26577
81,Concourse/Highbridge,2014,204,0.37296999999999997,0.109,29405.48234,0.254
82,Concourse/Highbridge,2017,204,0.364,0.125,32226.7313,0.23449
83,Concourse/Highbridge,2015,204,0.36068,0.068,28193.79622,0.226
84,Coney Island,2013,313,0.25811,0.12693,33912.48175,0.39799999999999996
85,Coney Island,2018,313,0.28894000000000003,0.055,40489.53083,0.44637
86,Coney Island,2017,313,0.248,0.061,37668.77285,0.4206
87,Coney Island,2015,313,0.20986,0.13,43468.53826,0.369
88,Coney Island,2014,313,0.32627,0.09,31972.77347,0.402
89,Coney Island,2016,313,0.21899999999999997,0.095,41776.15874,0.406
90,Crown Heights North,2016,308,0.22699999999999998,0.068,55280.72581,0.035
91,Crown Heights North,2013,308,0.27309,0.08853,42908.90803,0.063
92,Crown Heights North,2014,308,0.24639,0.081,48539.63824,0.040999999999999995
93,Crown Heights North,2017,308,0.2,0.068,62687.77147,0.050480000000000004
94,Crown Heights North,2015,308,0.23809,0.063,49333.47807,0.043
95,Crown Heights North,2018,308,0.18986,0.055,66698.93997,0.022359999999999998
96,Crown Heights South,2018,309,0.15284,0.047,63473.54246,0.036430000000000004
97,Crown Heights South,2013,309,0.20023,0.14248,50889.60876,0.067
98,Crown Heights South,2017,309,0.191,0.078,53264.84211,0.06941
99,Crown Heights South,2016,309,0.183,0.079,54119.47793,0.068
100,Crown Heights South,2015,309,0.20204,0.094,48777.73861,0.073
101,Crown Heights South,2014,309,0.21908000000000002,0.107,45199.45736,0.054000000000000006
102,East Flatbush,2013,317,0.18317999999999998,0.11312,46901.45693,0.048
103,East Flatbush,2016,317,0.149,0.07200000000000001,54606.34975,0.047
104,East Flatbush,2018,317,0.10211,0.048,59138.39643,0.04483
105,East Flatbush,2015,317,0.16981,0.08,54303.83921,0.062
106,East Flatbush,2014,317,0.19180999999999998,0.087,45777.77347,0.049
107,East Flatbush,2017,317,0.13699999999999998,0.059000000000000004,51467.86288,0.05404
108,East Harlem,2015,111,0.37490999999999997,0.131,32436.84007,0.135
109,East Harlem,2014,111,0.36318,0.107,33877.43325,0.187
110,East Harlem,2016,111,0.32299999999999995,0.073,36673.06027,0.124
111,East Harlem,2018,111,0.31111,0.065,33144.82829,0.1499
112,East Harlem,2013,111,0.33903,0.13351,29615.43504,0.138
113,East Harlem,2017,111,0.315,0.08900000000000001,38348.76731,0.14792
114,East New York,2015,305,0.28431,0.065,37875.5331,0.113
115,East New York,2017,305,0.247,0.09,38365.45429,0.12627
116,East New York,2016,305,0.29100000000000004,0.08,40356.02716,0.12
117,East New York,2018,305,0.21731999999999999,0.055999999999999994,42121.57382,0.10759
118,East New York,2013,305,0.29349000000000003,0.12661,40610.33431,0.096
119,East New York,2014,305,0.28704,0.084,35667.51077,0.11199999999999999
120,East Tremont,2013,206,0.41895,0.17785,26667.1927,0.19
121,East Tremont,2018,206,0.37658,0.133,26949.58085,0.22480999999999998
122,East Tremont,2016,206,0.363,0.11599999999999999,27499.20204,0.20800000000000002
123,East Tremont,2015,206,0.42083000000000004,0.157,25951.41445,0.185
124,East Tremont,2017,206,0.358,0.145,27087.14127,0.20876
125,East Tremont,2014,206,0.44217,0.139,23825.54264,0.198
126,Elmhurst/Corona,2015,404,0.20808000000000001,0.057,47194.69046,0.37799999999999995
127,Elmhurst/Corona,2013,404,0.20381,0.0698,51103.96642,0.332
128,Elmhurst/Corona,2017,404,0.156,0.043,54224.34349,0.3311
129,Elmhurst/Corona,2016,404,0.193,0.045,44983.97284,0.42
130,Elmhurst/Corona,2018,404,0.12879000000000002,0.04,54333.89805,0.35543
131,Elmhurst/Corona,2014,404,0.20605,0.055,48928.78553,0.348
132,Flatbush/Midwood,2017,314,0.168,0.062,59029.15097,0.15955
133,Flatbush/Midwood,2015,314,0.221,0.073,53585.15477,0.218
134,Flatbush/Midwood,2013,314,0.23146,0.10125,46512.31533,0.217
135,Flatbush/Midwood,2016,314,0.212,0.064,53959.67317,0.18600000000000003
136,Flatbush/Midwood,2014,314,0.20833000000000002,0.08800000000000001,54389.81912,0.247
137,Flatbush/Midwood,2018,314,0.1443,0.048,63264.82829,0.1514
138,Flushing,2013,407,0.16935999999999998,0.06917999999999999,55502.14599,0.406
139,Flushing,2018,407,0.14339000000000002,0.045,54128.23824,0.42432
140,Flushing,2015,407,0.15407,0.047,54712.82029,0.41
141,Flushing,2014,407,0.18822,0.057,56323.66494,0.415
142,Flushing,2016,407,0.159,0.042,54381.55772,0.442
143,Flushing,2017,407,0.162,0.026000000000000002,53485.9446,0.45916999999999997
144,Fort Greene/Brooklyn Hts,2017,302,0.149,0.055999999999999994,96536.2687,0.05086
145,Fort Greene/Brooklyn Hts,2018,302,0.15925999999999998,0.051,110405.72336,0.04017
146,Fort Greene/Brooklyn Hts,2014,302,0.19394,0.085,91415.02153,0.06
147,Fort Greene/Brooklyn Hts,2016,302,0.155,0.063,92672.90747,0.035
148,Fort Greene/Brooklyn Hts,2015,302,0.16105,0.071,93506.6724,0.047
149,Fort Greene/Brooklyn Hts,2013,302,0.18766,0.09038,83588.49635,0.05
150,Fresh Meadows/Briarwood,2013,408,0.16449,0.09242,63242.10657,0.20600000000000002
151,Fresh Meadows/Briarwood,2016,408,0.134,0.099,70998.05603,0.149
152,Fresh Meadows/Briarwood,2015,408,0.11287,0.09,67297.35168,0.147
153,Fresh Meadows/Briarwood,2014,408,0.14449,0.08800000000000001,59803.29027,0.16399999999999998
154,Fresh Meadows/Briarwood,2017,408,0.12300000000000001,0.057999999999999996,66753.13712,0.15095999999999998
155,Fresh Meadows/Briarwood,2018,408,0.1298,0.071,71590.99648,0.13890999999999998
156,Greenwich Village,2016,102,0.08,0.039,146178.73514,0.027000000000000003
157,Greenwich Village,2018,102,0.06625,0.037000000000000005,150836.20335,0.052520000000000004
158,Greenwich Village,2017,102,0.08800000000000001,0.026000000000000002,151098.52355,0.03162
159,Greenwich Village,2013,102,0.07797,0.042,137750.63212,0.040999999999999995
160,Greenwich Village,2014,102,0.07962000000000001,0.044000000000000004,129921.14556,0.037000000000000005
161,Greenwich Village,2015,102,0.07366,0.042,131814.92691,0.033
162,Howard Beach,2015,410,0.11814000000000001,0.08199999999999999,72634.60877,0.051
163,Howard Beach,2014,410,0.15798,0.092,65880.47373,0.05
164,Howard Beach,2016,410,0.139,0.08900000000000001,77215.52632,0.061
165,Howard Beach,2018,410,0.08738,0.055999999999999994,76959.53218,0.05512
166,Howard Beach,2017,410,0.10400000000000001,0.054000000000000006,77063.60526,0.048260000000000004
167,Howard Beach,2013,410,0.10639000000000001,0.13305,68892.35474,0.055999999999999994
168,Hunts Point,2014,202,0.44993,0.11,22825.6503,0.272
169,Hunts Point,2017,202,0.442,0.135,21866.20222,0.21969
170,Hunts Point,2016,202,0.369,0.106,29097.24958,0.251
171,Hunts Point,2015,202,0.40399999999999997,0.114,26338.81341,0.254
172,Hunts Point,2013,202,0.42875,0.12272999999999999,25374.45109,0.266
173,Hunts Point,2018,202,0.37653000000000003,0.14,26195.15549,0.24327
174,Jackson Heights,2013,403,0.20624,0.06922,54063.20146,0.271
175,Jackson Heights,2017,403,0.135,0.042,59031.23684,0.38332
176,Jackson Heights,2015,403,0.16758,0.05,58419.54858,0.303
177,Jackson Heights,2018,403,0.13416,0.05,62332.23229,0.35745
178,Jackson Heights,2014,403,0.17076,0.07,53626.65805,0.306
179,Jackson Heights,2016,403,0.155,0.051,56549.57555,0.33299999999999996
180,Jamaica/St. Albans,2016,412,0.11199999999999999,0.091,64019.91511,0.08
181,Jamaica/St. Albans,2013,412,0.16126,0.14755,56556.34599,0.077
182,Jamaica/St. Albans,2018,412,0.13062,0.071,65394.73094,0.08612
183,Jamaica/St. Albans,2014,412,0.15148,0.126,56790.64169,0.1
184,Jamaica/St. Albans,2017,412,0.113,0.07400000000000001,64317.88089,0.0786
185,Jamaica/St. Albans,2015,412,0.13155999999999998,0.111,62928.05245,0.08800000000000001
186,Lower East Side,2014,103,0.21811999999999998,0.067,44715.18519,0.221
187,Lower East Side,2015,103,0.29359,0.065,45611.6423,0.226
188,Lower East Side,2017,103,0.273,0.063,41283.59003,0.22141999999999998
189,Lower East Side,2013,103,0.29904000000000003,0.10817,44117.00584,0.225
190,Lower East Side,2018,103,0.29965,0.06,49252.47161,0.18903
191,Lower East Side,2016,103,0.255,0.055999999999999994,43900.4966,0.221
192,Manhattanville,2017,109,0.22699999999999998,0.057,52196.87535,0.13685
193,Manhattanville,2016,109,0.275,0.07400000000000001,52239.10866,0.11900000000000001
194,Manhattanville,2018,109,0.19993,0.044000000000000004,61108.45457,0.11664000000000001
195,Manhattanville,2013,109,0.24079,0.07819,50126.71533,0.15
196,Manhattanville,2015,109,0.25604,0.076,52534.10576,0.126
197,Manhattanville,2014,109,0.25943,0.075,45654.5435,0.141
198,Midtown Business District,2015,105,0.13225,0.048,110366.62081,0.065
199,Midtown Business District,2013,105,0.13691,0.0645,110625.0438,0.062
200,Midtown Business District,2018,105,0.11104000000000001,0.053,102911.35749,0.0734
201,Midtown Business District,2016,105,0.127,0.033,108187.81834,0.075
202,Midtown Business District,2017,105,0.138,0.048,106359.6856,0.08922000000000001
203,Midtown Business District,2014,105,0.13027,0.051,106540.96038,0.068
204,Morrisania,2017,203,0.358,0.145,27087.14127,0.20876
205,Morrisania,2015,203,0.42083000000000004,0.157,25951.41445,0.185
206,Morrisania,2013,203,0.41895,0.17785,26667.1927,0.19
207,Morrisania,2014,203,0.44217,0.139,23825.54264,0.198
208,Morrisania,2016,203,0.363,0.11599999999999999,27499.20204,0.20800000000000002
209,Morrisania,2018,203,0.37658,0.133,26949.58085,0.22480999999999998
210,Mott Haven,2015,201,0.40399999999999997,0.114,26338.81341,0.254
211,Mott Haven,2014,201,0.44993,0.11,22825.6503,0.272
212,Mott Haven,2013,201,0.42875,0.12272999999999999,25374.45109,0.266
213,Mott Haven,2018,201,0.37653000000000003,0.14,26195.15549,0.24327
214,Mott Haven,2016,201,0.369,0.106,29097.24958,0.251
215,Mott Haven,2017,201,0.442,0.135,21866.20222,0.21969
216,Murray Hill/Stuyvesant,2017,106,0.08,0.039,117208.30886,0.042230000000000004
217,Murray Hill/Stuyvesant,2018,106,0.07874,0.027000000000000003,137342.06869,0.04347
218,Murray Hill/Stuyvesant,2014,106,0.10232999999999999,0.040999999999999995,114176.89492,0.049
219,Murray Hill/Stuyvesant,2013,106,0.09354,0.03095,118805.81168,0.036000000000000004
220,Murray Hill/Stuyvesant,2016,106,0.071,0.033,117617.36418,0.052000000000000005
221,Murray Hill/Stuyvesant,2015,106,0.10037,0.037000000000000005,115304.60877,0.031
222,Park Slope,2018,306,0.12347999999999999,0.055,124868.08816,0.04195
223,Park Slope,2014,306,0.09064,0.068,122197.65289,0.047
224,Park Slope,2016,306,0.106,0.054000000000000006,110662.66129,0.046
225,Park Slope,2015,306,0.08489,0.046,120287.91917,0.040999999999999995
226,Park Slope,2013,306,0.10907,0.04726,111893.60146,0.055
227,Park Slope,2017,306,0.078,0.042,140591.98338,0.044910000000000005
228,Pelham Parkway,2018,211,0.18497,0.069,55409.03056,0.13213
229,Pelham Parkway,2017,211,0.16399999999999998,0.099,50079.71468,0.13114
230,Pelham Parkway,2015,211,0.23683,0.121,49157.58383,0.172
231,Pelham Parkway,2016,211,0.196,0.085,54130.13158,0.175
232,Pelham Parkway,2014,211,0.20206,0.105,51789.01809,0.141
233,Pelham Parkway,2013,211,0.2116,0.13249,47351.05839,0.17300000000000001
234,Queens Village,2018,413,0.07091,0.06,93064.12115,0.06585
235,Queens Village,2017,413,0.08900000000000001,0.075,89543.38089,0.04637
236,Queens Village,2014,413,0.08668,0.076,81863.61757,0.07
237,Queens Village,2013,413,0.08887,0.09631,84517.37956,0.062
238,Queens Village,2015,413,0.06622,0.075,87457.2055,0.062
239,Queens Village,2016,413,0.083,0.065,85814.08744,0.048
240,Rego Park/Forest Hills,2016,406,0.131,0.044000000000000004,75178.54839,0.156
241,Rego Park/Forest Hills,2017,406,0.081,0.03,78686.41413,0.18911
242,Rego Park/Forest Hills,2018,406,0.08077999999999999,0.037000000000000005,82949.11979,0.16050999999999999
243,Rego Park/Forest Hills,2014,406,0.11243,0.064,66252.32558,0.198
244,Rego Park/Forest Hills,2013,406,0.09673999999999999,0.06531,67774.39708,0.18100000000000002
245,Rego Park/Forest Hills,2015,406,0.14056,0.053,76543.12984,0.17300000000000001
246,Ridgewood/Glendale,2016,405,0.091,0.044000000000000004,79591.29032,0.13699999999999998
247,Ridgewood/Glendale,2017,405,0.084,0.048,74292.52355,0.12597
248,Ridgewood/Glendale,2014,405,0.13394,0.07,68814.21189,0.122
249,Ridgewood/Glendale,2015,405,0.12295999999999999,0.052000000000000005,67221.81427,0.13
250,Ridgewood/Glendale,2018,405,0.09756000000000001,0.040999999999999995,78118.15035,0.14428
251,Ridgewood/Glendale,2013,405,0.13298,0.08206000000000001,64377.65255,0.14
252,Riverdale,2015,208,0.17537,0.07400000000000001,66598.09114,0.131
253,Riverdale,2013,208,0.15483,0.11892,66631.1562,0.11
254,Riverdale,2016,208,0.17800000000000002,0.066,62107.58489,0.17300000000000001
255,Riverdale,2018,208,0.18824000000000002,0.087,55610.6179,0.13572
256,Riverdale,2014,208,0.22473,0.098,58614.22911,0.11599999999999999
257,Riverdale,2017,208,0.185,0.08199999999999999,56303.95845,0.13168
258,Sheepshead Bay,2017,315,0.14,0.052000000000000005,63904.87812,0.2574
259,Sheepshead Bay,2016,315,0.162,0.075,64081.70628,0.275
260,Sheepshead Bay,2013,315,0.15849000000000002,0.08337,56133.12701,0.235
261,Sheepshead Bay,2014,315,0.17858,0.07200000000000001,56985.21533,0.251
262,Sheepshead Bay,2015,315,0.16407,0.076,58713.06535,0.298
263,Sheepshead Bay,2018,315,0.14459,0.045,62821.947,0.28044
264,South Beach,2015,502,0.13965,0.049,79717.85899,0.087
265,South Beach,2016,502,0.12,0.053,87522.93294,0.062
266,South Beach,2018,502,0.09346,0.038,92019.53218,0.07743
267,South Beach,2013,502,0.12603,0.07162,75476.98248,0.051
268,South Beach,2014,502,0.09053,0.059000000000000004,77244.65547,0.079
269,South Beach,2017,502,0.102,0.048,84985.74931,0.08077999999999999
270,St. George,2015,501,0.21846,0.055,60304.74635,0.075
271,St. George,2016,501,0.21,0.047,69861.31154,0.064
272,St. George,2018,501,0.16952,0.055,74473.28826,0.08503
273,St. George,2013,501,0.18244000000000002,0.08292999999999999,66748.7781,0.054000000000000006
274,St. George,2017,501,0.179,0.039,65569.40443,0.08222
275,St. George,2014,501,0.22489,0.069,62265.72782,0.084
276,Sunnyside/Woodside,2017,402,0.09300000000000001,0.03,70251.14543,0.24040999999999998
277,Sunnyside/Woodside,2016,402,0.10099999999999999,0.035,66345.60696,0.303
278,Sunnyside/Woodside,2015,402,0.11585,0.047,64970.79966,0.244
279,Sunnyside/Woodside,2013,402,0.15415,0.05741,67974.46423,0.22899999999999998
280,Sunnyside/Woodside,2014,402,0.15816,0.053,61901.44272,0.268
281,Sunnyside/Woodside,2018,402,0.07795,0.043,72348.4762,0.24326
282,Sunset Park,2013,307,0.30739,0.10630999999999999,49549.59854,0.331
283,Sunset Park,2014,307,0.27574,0.065,51941.43411,0.34700000000000003
284,Sunset Park,2015,307,0.31565,0.059000000000000004,48799.32072,0.382
285,Sunset Park,2016,307,0.258,0.053,56746.66808,0.35200000000000004
286,Sunset Park,2017,307,0.221,0.067,59225.22299,0.3559
287,Sunset Park,2018,307,0.17142000000000002,0.053,63589.6079,0.32111
288,The Rockaways,2018,414,0.16398,0.075,61748.85073,0.12274000000000002
289,The Rockaways,2017,414,0.198,0.1,56331.07479,0.08865
290,The Rockaways,2015,414,0.1994,0.098,56473.92089,0.078
291,The Rockaways,2014,414,0.19724,0.077,47820.79673,0.147
292,The Rockaways,2013,414,0.19152,0.07877,51369.98978,0.111
293,The Rockaways,2016,414,0.228,0.09,47262.78862,0.1
294,Throgs Neck,2016,210,0.147,0.084,63282.68251,0.084
295,Throgs Neck,2015,210,0.11805999999999998,0.07200000000000001,54883.319,0.085
296,Throgs Neck,2013,210,0.09504,0.0887,61623.98102,0.095
297,Throgs Neck,2018,210,0.12702,0.071,55951.6874,0.08807000000000001
298,Throgs Neck,2017,210,0.102,0.077,62077.65374,0.09992000000000001
299,Throgs Neck,2014,210,0.10993,0.07400000000000001,59411.98105,0.064
300,Tottenville,2015,503,0.07266,0.055999999999999994,87632.02064,0.040999999999999995
301,Tottenville,2014,503,0.1028,0.055999999999999994,89415.23686,0.039
302,Tottenville,2013,503,0.06867000000000001,0.06494,93619.33577,0.026000000000000002
303,Tottenville,2018,503,0.07447000000000001,0.027999999999999997,88459.17388,0.043039999999999995
304,Tottenville,2017,503,0.066,0.044000000000000004,100952.06094,0.04983
305,Tottenville,2016,503,0.059000000000000004,0.052000000000000005,95915.87861,0.042
306,Unionport/Soundview,2014,209,0.29789,0.14300000000000002,38977.42463,0.16
307,Unionport/Soundview,2017,209,0.247,0.085,41722.6662,0.14777
308,Unionport/Soundview,2018,209,0.24957,0.076,44261.65765,0.14976
309,Unionport/Soundview,2015,209,0.3038,0.11800000000000001,39697.06363,0.154
310,Unionport/Soundview,2013,209,0.30601999999999996,0.16958,35575.67737,0.195
311,Unionport/Soundview,2016,209,0.28,0.096,39904.31239,0.16899999999999998
312,University Heights,2016,205,0.41100000000000003,0.127,28355.75552,0.244
313,University Heights,2018,205,0.36423,0.135,31016.96187,0.24011
314,University Heights,2014,205,0.45428,0.121,22561.89492,0.3
315,University Heights,2015,205,0.38266,0.078,26094.93551,0.255
316,University Heights,2017,205,0.364,0.16,31461.21607,0.26408000000000004
317,University Heights,2013,205,0.43107,0.15686,26669.39124,0.26899999999999996
318,Upper East Side,2016,108,0.065,0.034,124616.81239,0.025
319,Upper East Side,2018,108,0.05442999999999999,0.027000000000000003,123902.91239,0.03285
320,Upper East Side,2014,108,0.08118,0.03,124568.20844,0.040999999999999995
321,Upper East Side,2017,108,0.061,0.021,136987.59557,0.0195
322,Upper East Side,2013,108,0.0624,0.03452,118380.39416,0.031
323,Upper East Side,2015,108,0.04529,0.027999999999999997,110557.62253,0.025
324,Upper West Side,2014,107,0.0836,0.044000000000000004,114777.91128,0.061
325,Upper West Side,2013,107,0.10937999999999999,0.06647,109127.83796,0.052000000000000005
326,Upper West Side,2015,107,0.1167,0.037000000000000005,109031.76698,0.053
327,Upper West Side,2017,107,0.099,0.048,129213.54848,0.04616
328,Upper West Side,2016,107,0.10400000000000001,0.052000000000000005,118543.16638,0.043
329,Upper West Side,2018,107,0.08459,0.051,124029.159,0.04966
330,Washington Heights,2018,112,0.18400999999999998,0.083,54973.2761,0.21716999999999997
331,Washington Heights,2017,112,0.187,0.087,58802.8338,0.22118000000000002
332,Washington Heights,2013,112,0.28917,0.13584000000000002,41180.85547,0.231
333,Washington Heights,2014,112,0.24297,0.11699999999999999,48813.12231,0.213
334,Washington Heights,2016,112,0.222,0.09,55432.00764,0.23199999999999998
335,Washington Heights,2015,112,0.21681999999999998,0.08900000000000001,48892.12382,0.22399999999999998
336,Williamsbridge,2015,212,0.19745,0.106,51227.30868,0.034
337,Williamsbridge,2013,212,0.21135,0.14543,50162.99124,0.069
338,Williamsbridge,2017,212,0.146,0.07200000000000001,61296.49446,0.0635
339,Williamsbridge,2018,212,0.1944,0.094,52191.77799,0.08357
340,Williamsbridge,2016,212,0.17600000000000002,0.092,54739.52037,0.053
341,Williamsbridge,2014,212,0.18905999999999998,0.136,48541.80017,0.068
342,Williamsburg/Greenpoint,2016,301,0.209,0.061,74245.28862,0.11800000000000001
343,Williamsburg/Greenpoint,2017,301,0.233,0.055,79897.26316,0.12527
344,Williamsburg/Greenpoint,2018,301,0.23708,0.024,82119.3537,0.10615
345,Williamsburg/Greenpoint,2014,301,0.23065,0.064,62499.21619,0.106
346,Williamsburg/Greenpoint,2015,301,0.22821,0.052000000000000005,72415.5503,0.114
347,Williamsburg/Greenpoint,2013,301,0.25998000000000004,0.06466000000000001,57622.63796,0.152
348,Woodhaven,2016,409,0.134,0.055,70879.80051,0.163
349,Woodhaven,2018,409,0.12508,0.053,73096.79286,0.14275
350,Woodhaven,2013,409,0.16319,0.08802,68739.5562,0.115
351,Woodhaven,2015,409,0.15217999999999998,0.069,65253.52537,0.12300000000000001
352,Woodhaven,2014,409,0.14494,0.077,66236.11111,0.14400000000000002
353,Woodhaven,2017,409,0.122,0.059000000000000004,72917.93352,0.16562000000000002
